Ch	LOCODE	Name	NameWoDiacritics	SubDiv	Function	Status	Date	IATA	Coordinates	Remarks
 	US  E2L 	East Lake 	East Lake 	OH 	1------- 	RL 	1207 	 	4139N 08127W 	 
 	US  E2A 	East Lake 	East Lake 	NC 	--3----- 	RL 	0901 	 	3553N 07557W 	 
 	US  EQ4 	East Lansing 	East Lansing 	MI 	1----6-- 	RQ 	1001 	 	4244N 08429W 	 
 	US  XXY 	East Leroy 	East Leroy 	MI 	1----6-- 	RL 	0901 	 	4258N 08513W 	 
 	US  ETY 	East Liberty 	East Liberty 	OH 	--3----- 	RQ 	9601 	 	 	 
 	US  ELO 	East Liverpool 	East Liverpool 	OH 	--3----- 	RQ 	9307 	 	 	 
 	US  ETL 	East Longmeadow 	East Longmeadow 	MA 	--3----- 	RL 	0005 	 	 	 
 	US  ETA 	East Los Angeles 	East Los Angeles 	CA 	--3----- 	RQ 	9307 	 	 	 
 	US  EAY 	East Lyme 	East Lyme 	CT 	--3--6-- 	RL 	0401 	 	4120N 07212W 	 
 	US  EM7 	East Machias 	East Machias 	ME 	123----- 	RL 	0607 	 	4444N 06723W 	 
 	US  EQP 	East McKeesport 	East McKeesport 	PA 	--3----- 	RL 	0901 	 	4023N 07948W 	 
 	US  EM9 	East Meadow 	East Meadow 	NY 	--3----- 	RL 	1301 	 	4042N 07333W 	 
+ 	US  E2M 	East Meredith 	East Meredith 	NY 	--3----- 	RL 	1601 	 	4225N 07453W 	 
 	US  EMI 	East Millinocket 	East Millinocket 	ME 	--3----- 	RQ 	9307 	 	 	 
 	US  EA9 	East Millstone 	East Millstone 	NJ 	--3--6-- 	RL 	1107 	 	4039N 07435W 	 
 	US  EMN 	East Moline 	East Moline 	IL 	--3----- 	RQ 	9008 	 	 	 
 	US  EXM 	East Moriches 	East Moriches 	NY 	--3----- 	RL 	0701 	 	4048N 07245W 	 
 	US  5EN 	East New York 	East New York 	NY 	--3----- 	RL 	1301 	 	4040N 07352W 	 
 	US  ETK 	East Newark 	East Newark 	NJ 	--3----- 	RQ 	9307 	 	 	 
 	US  EIO 	East Norriton 	East Norriton 	PA 	-23--6-- 	RL 	0607 	 	4008N 07520W 	 
 	US  EAP 	East Northport 	East Northport 	NY 	--3--6-- 	RL 	0507 	 	4052N 07319W 	 
 	US  ENQ 	East Norwalk 	East Norwalk 	CT 	--3----- 	RQ 	9307 	 	 	 
 	US  EOG 	East Orange 	East Orange 	NJ 	123--6-- 	RL 	0401 	 	4046N 07412W 	 
 	US  O3T 	East Otto 	East Otto 	NY 	--3----- 	RL 	1401 	 	4223N 07845W 	 
 	US  YEP 	East Palestine 	East Palestine 	OH 	123--6-- 	RL 	0307 	 	4050N 08032W 	 
 	US  EYH 	East Palmyra 	East Palmyra 	NY 	--3----- 	RQ 	1001 	 	4305N 07709W 	 
 	US  EPD 	East Palo Alto 	East Palo Alto 	CA 	--3----- 	RQ 	9307 	 	 	 
 	US  EZP 	East Patchogue 	East Patchogue 	NY 	--3----- 	RL 	0901 	 	4046N 07300W 	 
 	US  EPJ 	East Pembroke 	East Pembroke 	NY 	--3----- 	RL 	1401 	 	4259N 07818W 	 
 	US  EP5 	East Penn 	East Penn 	PA 	--3--6-- 	RL 	0607 	 	4046N 07544W 	 
 	US  EPO 	East Peoria 	East Peoria 	IL 	--3----- 	RQ 	9307 	 	 	 
 	US  EPN 	East Point 	East Point 	GA 	--3----- 	RQ 	9307 	 	 	 
 	US  EPY 	East Point 	East Point 	KY 	123----- 	RL 	0607 	 	3745N 08247W 	 
 	US  EPF 	East Prairie 	East Prairie 	MO 	-----6-- 	RL 	1001 	 	3347N 08923W 	 
 	US  EPR 	East Providence 	East Providence 	RI 	--3----- 	RL 	0607 	 	4148N 07122W 	 
 	US  EQG 	East Quogue 	East Quogue 	NY 	--3----- 	RQ 	9307 	 	 	 
 	US  ER8 	East Randolph 	East Randolph 	VT 	--3----- 	RL 	0901 	 	4356N 07233W 	 
 	US  E6R 	East Ridge 	East Ridge 	TN 	--3----- 	RL 	1301 	 	3500N 08515W 	 
 	US  ER5 	East Rio 	East Rio 	WI 	-----6-- 	RQ 	1007 	 	4446N 09035W 	 
 	US  ERC 	East Rochester 	East Rochester 	NY 	--3----- 	RL 	0201 	 	4305N 07728W 	 
 	US  EKY 	East Rockaway 	East Rockaway 	NY 	--3----- 	RL 	0701 	 	4038N 07340W 	 
 	US  ERU 	East Rutherford 	East Rutherford 	NJ 	--3----- 	RQ 	9307 	 	 	 
 	US  ESL 	East Saint Louis 	East Saint Louis 	IL 	--3----- 	RQ 	9307 	 	 	 
+ 	US  E6S 	East Sandwich 	East Sandwich 	MA 	--3----- 	RL 	1601 	 	4144N 07027W 	 
 	US  QET 	East Setauket 	East Setauket 	NY 	123--6-- 	RL 	0307 	 	4056N 07306W 	 
 	US  ESA 	East Sparta 	East Sparta 	OH 	--3----- 	RQ 	9307 	 	 	 
 	US  E2S 	East Springfield 	East Springfield 	OH 	--3----- 	AA 	1507 	 	4027N 08051W 	 
 	US  KCO 	East Stockton 	East Stockton 	CA 	--3--6-- 	RQ 	0607 	 	3758N 12115W 	 
 	US  ESP 	East Stroudsburg 	East Stroudsburg 	PA 	---4---- 	AI 	9601 	 	 	 
 	US  ES2 	East Swanzey 	East Swanzey 	NH 	--3----- 	RL 	0607 	 	4251N 07216W 	 
 	US  ESY 	East Syracuse 	East Syracuse 	NY 	--3----- 	RQ 	9307 	 	 	 
 	US  ETU 	East Taunton 	East Taunton 	MA 	-23--6-- 	RL 	0607 	 	4152N 07101W 	 
 	US  ECA 	East Tawas 	East Tawas 	MI 	---4---- 	AI 	0001 	 	 	 
 	US  UUD 	East Thetford 	East Thetford 	VT 	--3----- 	RL 	1201 	 	4348N 07211W 	 
 	US  TYY 	East Troy 	East Troy 	WI 	1-3----- 	RL 	0307 	 	4247N 08824W 	 
 	US  ZEP 	East Walpole 	East Walpole 	MA 	123--6-- 	RL 	0307 	 	4209N 07112W 	 
 	US  EWY 	East Weymouth 	East Weymouth 	MA 	--3----- 	RQ 	9307 	 	 	 
 	US  EW8 	East Wilton 	East Wilton 	ME 	--3----- 	RL 	0901 	 	4436N 07011W 	 
 	US  EWS 	East Windsor 	East Windsor 	NJ 	--3----- 	RQ 	9307 	 	 	 
 	US  99W 	East Windsor 	East Windsor 	CT 	1----6-- 	RL 	1201 	 	4155N 07233W 	 
 	US  EW2 	East Woodstock 	East Woodstock 	CT 	--3----- 	RL 	0607 	 	4159N 07159W 	 
 	US  EBG 	Eastaboga 	Eastaboga 	AL 	--3----- 	RL 	0307 	 	3336N 08601W 	 
 	US  NXM 	Eastampton Township 	Eastampton Township 	NJ 	--3----- 	RL 	1301 	 	4000N 07445W 	 
 	US  EE4 	Eastanollee 	Eastanollee 	GA 	-23--6-- 	RL 	0907 	 	3431N 08315W 	 
 	US  ETJ 	Eastchester 	Eastchester 	NY 	--3----- 	RQ 	9307 	 	 	 
! 	US  EFD 	Eastford 	Eastford 	CT 	--3----- 	RQ 	9307 	 	 	 
 	US  EHQ 	Eastham 	Eastham 	MA 	--3----- 	RL 	0901 	 	4149N 06958W 	 
 	US  EHN 	Easthampton 	Easthampton 	MA 	--3----- 	RQ 	9307 	 	 	 
 	US  ETN 	Eastland 	Eastland 	TX 	---4---- 	AI 	0001 	 	 	 
 	US  E3W 	Eastman 	Eastman 	WI 	--3----- 	AA 	1507 	 	4309N 09101W 	 
 	US  EZG 	Eastman 	Eastman 	GA 	--3----- 	RQ 	9307 	 	 	 
 	US  ABE 	Easton 	Easton 	PA 	---4---- 	AI 	0001 	 	 	 
 	US  XFF 	Easton 	Easton 	ME 	--3----- 	RQ 	9307 	 	 	 
 	US  TKU 	Easton 	Easton 	MN 	--3----- 	RL 	1207 	 	4345N 09354W 	 
 	US  EZN 	Easton 	Easton 	NY 	--3----- 	RL 	0901 	 	4259N 07333W 	 
 	US  ETM 	Easton 	Easton 	MA 	--3----- 	RQ 	9307 	 	 	 
 	US  ESN 	Easton 	Easton 	MD 	--34---- 	AI 	0001 	 	 	 
 	US  8MB 	Easton 	Easton 	CT 	--3----- 	RL 	1501 	 	4115N 07317W 	 
 	US  ESW 	Easton 	Easton 	WA 	---4---- 	AI 	0001 	 	 	 
 	US  EAS 	Eastover 	Eastover 	SC 	--3----- 	RQ 	9307 	 	 	 
 	US  VVT 	Eastpoint 	Eastpoint 	FL 	--3----- 	RL 	0401 	 	2944N 08452W 	 
 	US  EP6 	Eastpointe 	Eastpointe 	MI 	--3----- 	RL 	0607 	 	4228N 08256W 	 
 	US  EPI 	Eastport 	Eastport 	ID 	--3----B 	RN 	0105 	 	4859N 11611W 	 
 	US  EPM 	Eastport 	Eastport 	ME 	1------- 	RL 	0106 	 	4454N 06659W 	 
 	US  ESD 	Eastsound 	Eastsound 	WA 	---4---- 	AI 	0001 	 	 	 
 	US  EV5 	Eastvale 	Eastvale 	CA 	--3--6-- 	RL 	1107 	 	3357N 11733W 	 
 	US  ESZ 	Eastwood 	Eastwood 	KY 	--3----- 	RQ 	1001 	 	3813N 08527W 	 
 	US  EAQ 	Eaton 	Eaton 	OH 	--3----- 	RQ 	9307 	 	 	 
 	US  ETQ 	Eaton 	Eaton 	CO 	--3----- 	RQ 	9307 	 	 	 
 	US  E9A 	Eaton 	Eaton 	IN 	--3----- 	RL 	1301 	 	4020N 08521W 	 
 	US  EPK 	Eaton Park 	Eaton Park 	FL 	--3----- 	RQ 	9307 	 	 	 
 	US  ETP 	Eaton Rapids 	Eaton Rapids 	MI 	--3----- 	RQ 	9307 	 	 	 
 	US  AAX 	Eatonton 	Eatonton 	GA 	--3----- 	RQ 	9008 	 	 	 
 	US  EAJ 	Eatontown 	Eatontown 	NJ 	--3----- 	RQ 	9307 	 	 	 
 	US  ETV 	Eatonville 	Eatonville 	WA 	-23--6-- 	RL 	0401 	 	4652N 12215W 	 
 	US  EIC 	Eau Claire 	Eau Claire 	MI 	-23----- 	RL 	0701 	 	 	 
 	US  EAU 	Eau Claire 	Eau Claire 	WI 	--34---- 	AI 	9601 	 	 	 
 	US  EBE 	Ebensburg 	Ebensburg 	PA 	--3----- 	RQ 	9307 	 	 	 
 	US  EB5 	Ebro 	Ebro 	FL 	--3----- 	RL 	1207 	 	3026N 08552W 	 
 	US  EK3 	Eckman 	Eckman 	WV 	--3----- 	RL 	1401 	 	3724N 08127W 	 
 	US  EC2 	Eclectic 	Eclectic 	AL 	--3--6-- 	RL 	0607 	 	3238N 08602W 	 
 	US  EKP 	Ecorse 	Ecorse 	MI 	--3----- 	RQ 	9307 	 	 	 
 	US  EQU 	Ecru 	Ecru 	MS 	--3----- 	RQ 	9307 	 	 	 
 	US  EDX 	Edcouch 	Edcouch 	TX 	--3----- 	RQ 	9307 	 	 	 
 	US  E2D 	Eddington 	Eddington 	ME 	1------- 	RL 	1207 	 	4449N 06841W 	 
 	US  EJY 	Eddy 	Eddy 	TX 	--3----- 	RL 	0901 	 	3117N 09715W 	 
 	US  ESX 	Eddystone 	Eddystone 	PA 	--3----- 	RQ 	9307 	 	 	 
 	US  EDV 	Eddyville 	Eddyville 	KY 	123--6-- 	RL 	0401 	 	3705N 08804W 	 
 	US  EY3 	Eddyville 	Eddyville 	NE 	--3----- 	RL 	1301 	 	4100N 09937W 	 
 	US  EYV 	Eddyville 	Eddyville 	IA 	--3----- 	RQ 	9307 	 	 	 
 	US  EDI 	Eden 	Eden 	ID 	--3----- 	RQ 	9307 	 	 	 
 	US  EWF 	Eden 	Eden 	WI 	--3----- 	RQ 	9307 	 	 	 
 	US  QED 	Eden 	Eden 	GA 	--3----- 	RL 	0201 	 	3210N 08123W 	 
 	US  EDY 	Eden 	Eden 	NY 	--3----- 	RQ 	9307 	 	 	 
 	US  ED3 	Eden 	Eden 	SD 	--3----- 	RL 	0901 	 	4536N 97251W 	 
 	US  DJE 	Eden 	Eden 	UT 	--3----- 	RL 	1407 	 	4118N 11147W 	 
 	US  EV6 	Eden 	Eden 	VT 	1------- 	RL 	1201 	 	4442N 07232W 	 
 	US  EDB 	Eden 	Eden 	NC 	--3----- 	RQ 	9307 	 	 	 
 	US  EDP 	Eden Prairie 	Eden Prairie 	MN 	--3----- 	RQ 	9307 	 	 	 
 	US  ZVY 	Eden Valley 	Eden Valley 	MN 	123--6-- 	RL 	0307 	 	4519N 09432W 	 
 	US  ENX 	Eden, Concho 	Eden, Concho 	TX 	--3----- 	RL 	0901 	 	3113N 09951W 	 
 	US  QEM 	Eden, Nacogdoches 	Eden, Nacogdoches 	TX 	--3----- 	RL 	0901 	 	3136N 09451W 	 
 	US  EDE 	Edenton 	Edenton 	NC 	---4---- 	AI 	9601 	 	 	 
 	US  EJR 	Edgar 	Edgar 	NE 	--3----- 	RL 	0901 	 	4022N 09758W 	 
 	US  EGA 	Edgar 	Edgar 	WI 	--3----- 	RL 	0106 	 	4455N 08957W 	 
 	US  EG4 	Edgar 	Edgar 	FL 	--3--6-- 	RQ 	1001 	 	2935N 08153W 	 
 	US  E9D 	Edgar 	Edgar 	MT 	--3----- 	RL 	1301 	 	4527N 10851W 	 
 	US  ED9 	Edgar 	Edgar 	NJ 	--3--6-- 	RL 	1107 	 	4455N 06651W 	 
 	US  ETW 	Edgartown 	Edgartown 	MA 	1-3----- 	RL 	0607 	 	4123N 07031W 	 
 	US  ECB 	Edgecomb 	Edgecomb 	ME 	--3----- 	RQ 	0607 	 	4358N 06936W 	 
! 	US  EDF 	Edgefield 	Edgefield 	SC 	--3----- 	RQ 	9307 	 	 	 
 	US  EYD 	Edgeley 	Edgeley 	ND 	--3----- 	RL 	1301 	 	4621N 09842W 	 
 	US  GME 	Edgemere 	Edgemere 	MD 	1------- 	RL 	1201 	 	3914N 07627W 	 
 	US  EGM 	Edgemont 	Edgemont 	PA 	--3----- 	RQ 	9307 	 	 	 
 	US  DGM 	Edgemont 	Edgemont 	SD 	--3----- 	RL 	0901 	 	4318N 10349W 	 
 	US  EGU 	Edgemoor 	Edgemoor 	DE 	--3----- 	RQ 	9307 	 	 	 
 	US  EEU 	Edgerton 	Edgerton 	KS 	--3----- 	RL 	1307 	 	3845N 09500W 	 
 	US  EGT 	Edgerton 	Edgerton 	WI 	--3----- 	RL 	0607 	 	4250N 08904W 	 
 	US  EN4 	Edgerton 	Edgerton 	MN 	-23--6-- 	RL 	0607 	 	4352N 09608W 	 
 	US  EN6 	Edgerton 	Edgerton 	OH 	--3----- 	RL 	1207 	 	4126N 08444W 	 
 	US  EGW 	Edgewater 	Edgewater 	NJ 	--3----- 	RQ 	9307 	 	 	 
 	US  EZQ 	Edgewater 	Edgewater 	CO 	--3----- 	RL 	1307 	 	3945N 10503W 	 
 	US  EJW 	Edgewater 	Edgewater 	FL 	--3----- 	RQ 	9307 	 	 	 
 	US  EW7 	Edgewater 	Edgewater 	MD 	-----6-- 	RQ 	1001 	 	3919N 07626W 	 
 	US  EJT 	Edgewater Beach 	Edgewater Beach 	OH 	--3----- 	RL 	0701 	 	3857N 07634W 	 
 	US  ET8 	Edgewater Park 	Edgewater Park 	NJ 	--3----- 	AA 	1507 	 	4005N 07454W 	 
 	US  EW6 	Edgewood 	Edgewood 	IA 	--3--6-- 	RQ 	0607 	 	4239N 09124W 	 
 	US  DGK 	Edgewood 	Edgewood 	TX 	--3----- 	RL 	1201 	 	3241N 09553W 	 
 	US  EWZ 	Edgewood 	Edgewood 	WA 	--3----- 	RQ 	0907 	 	4715N 12217W 	 
 	US  GHW 	Edgewood 	Edgewood 	KY 	--3----- 	RL 	0901 	 	3636N 08346W 	 
 	US  EDG 	Edgewood 	Edgewood 	MD 	---4---- 	AI 	0001 	 	 	 
 	US  DGO 	Edgewood 	Edgewood 	NM 	--3--6-- 	RQ 	0607 	 	3503N 10611W 	 
 	US  EDD 	Edgewood 	Edgewood 	NJ 	--3----- 	RQ 	9307 	 	 	 
 	US  EOQ 	Edgewood 	Edgewood 	NY 	--3----- 	RL 	1201 	 	4208N 07412W 	 
 	US  EW5 	Edgewood, Suffolk 	Edgewood, Suffolk 	NY 	--3--6-- 	RQ 	0607 	 	4047N 07315W 	 
 	US  ED6 	Edina 	Edina 	MO 	--3----- 	AA 	1507 	 	4010N 09210W 	 
 	US  EDM 	Edina/Minneapolis 	Edina/Minneapolis 	MN 	--3----- 	RL 	0201 	 	4453N 09321W 	 
 	US  QEB 	Edinboro 	Edinboro 	PA 	1-3--6-- 	RL 	0307 	 	4152N 08007W 	 
 	US  EDQ 	Edinburg 	Edinburg 	TX 	--3----- 	RQ 	9307 	 	 	 
 	US  EQX 	Edinburg 	Edinburg 	VA 	--3----- 	RQ 	9307 	 	 	 
 	US  ENB 	Edinburgh 	Edinburgh 	IN 	--3----- 	RQ 	9307 	 	 	 
 	US  ED4 	Edison 	Edison 	GA 	--3----- 	RL 	1301 	 	3133N 08444W 	 
 	US  EDN 	Edison 	Edison 	NJ 	--3----- 	RQ 	9008 	 	 	 
 	US  EDS 	Edison 	Edison 	CA 	--3----- 	RQ 	9307 	 	 	 
 	US  DTS 	Edisto Island 	Edisto Island 	SC 	--3----- 	RL 	0901 	 	3233N 08016W 	 
 	US  EOD 	Edmond 	Edmond 	OK 	--3----- 	RQ 	9307 	 	 	 
 	US  EOW 	Edmonds 	Edmonds 	WA 	1-3----- 	RN 	0105 	 	 	 
 	US  EOT 	Edmonston 	Edmonston 	MD 	--3----- 	RQ 	9307 	 	 	 
 	US  EDC 	Edmonton 	Edmonton 	KY 	--3--6-- 	RL 	0401 	 	3658N 08536W 	 
 	US  EM3 	Edmore 	Edmore 	MI 	-23--6-- 	RL 	0607 	 	4324N 08502W 	 
 	US  9JQ 	Edna 	Edna 	TX 	--3----- 	RL 	1307 	 	2858N 09638W 	 
 	US  EDA 	Edna Bay 	Edna Bay 	AK 	---4---- 	AI 	0001 	 	 	 
 	US  EVF 	Edneyville 	Edneyville 	NC 	--3--6-- 	RL 	0607 	 	3523N 08222W 	 
 	US  JVN 	Edon 	Edon 	OH 	--3----- 	RL 	1301 	 	4133N 08446W 	 
 	US  EY2 	Edroy 	Edroy 	TX 	-23----- 	RL 	0901 	 	2758N 09741W 	 
 	US  ZYL 	Edson 	Edson 	KS 	1----6-- 	RL 	0901 	 	3920N 10132W 	 
 	US  EZD 	Edwards 	Edwards 	IL 	--3--6-- 	RL 	1401 	 	4045N 08945W 	 
 	US  EDZ 	Edwards 	Edwards 	CO 	-23--6-- 	RL 	0607 	 	3939N 10636W 	 
 	US  EGD 	Edwards 	Edwards 	MS 	-23----- 	RL 	0307 	 	3219N 09036W 	 
 	US  EWA 	Edwards 	Edwards 	CA 	--3----- 	RL 	0307 	 	3455N 11756W 	 
 	US  DWU 	Edwardsburg 	Edwardsburg 	MI 	--3----- 	RL 	0901 	 	4147N 08604W 	 
 	US  DWP 	Edwardsport 	Edwardsport 	IN 	--3----- 	RQ 	0907 	 	3848N 08715W 	 
 	US  DWS 	Edwardsville 	Edwardsville 	PA 	--3----- 	RL 	0701 	 	4116N 07555W 	 
! 	US  EDW 	Edwardsville 	Edwardsville 	KS 	--3----- 	RQ 	9307 	 	 	 
 	US  EQV 	Edwardsville 	Edwardsville 	AL 	--3----- 	RL 	1201 	 	3342N 08530W 	 
 	US  EWV 	Edwardsville 	Edwardsville 	IL 	-23--6-- 	RL 	0701 	 	3849N 08957W 	 
 	US  EEK 	Eek 	Eek 	AK 	---4---- 	AI 	0001 	 	 	 
 	US  EFZ 	Effie 	Effie 	LA 	--3----- 	RL 	0901 	 	3113N 09209W 	 
 	US  IGJ 	Effingham 	Effingham 	NH 	--3----- 	RQ 	1001 	 	4345N 07059W 	 
 	US  EFI 	Effingham 	Effingham 	IL 	--3----- 	RQ 	9008 	 	 	 
 	US  EGH 	Effingham 	Effingham 	SC 	1-3--6-- 	RQ 	0607 	 	3403N 07945W 	 
 	US  EFT 	Effort 	Effort 	PA 	--3--6-- 	RQ 	0607 	 	4056N 07526W 	 
 	US  EJA 	Egan 	Egan 	SD 	--3----- 	RQ 	0607 	 	4359N 09638W 	 
 	US  EGX 	Egegik 	Egegik 	AK 	---4---- 	AI 	9601 	 	 	 
 	US  GGB 	Egg Harbor 	Egg Harbor 	WI 	--3----- 	RL 	0901 	 	4502N 08717W 	 
 	US  EGG 	Egg Harbor City 	Egg Harbor City 	NJ 	--3----- 	RL 	0307 	 	3931N 07438W 	 
 	US  GWP 	Egg Harbor Township 	Egg Harbor Township 	NJ 	--3----- 	RL 	1201 	 	3937N 07459W 	 
 	US  EF2 	Eglin Air Force Base 	Eglin Air Force Base 	FL 	-234---- 	RL 	0607 	 	3027N 08633W 	 
 	US  EJN 	Egnar 	Egnar 	CO 	--3----- 	RL 	1301 	 	3754N 10856W 	 
 	US  EH7 	Ehrenberg 	Ehrenberg 	AZ 	--3----- 	RL 	0901 	 	3336N 11431W 	 
 	US  EFB 	Eight Fathom Bight 	Eight Fathom Bight 	AK 	---4---- 	AI 	0001 	 	 	 
 	US  EIG 	Eight Mile 	Eight Mile 	AL 	--3----- 	RQ 	9307 	 	 	 
 	US  EIH 	Eighty Four 	Eighty Four 	PA 	-23----- 	RL 	0401 	 	4010N 08008W 	 
 	US  ITZ 	Eitzen 	Eitzen 	MN 	--3----- 	RL 	0701 	 	4330N 09128W 	 
 	US  EUL 	Eklutna 	Eklutna 	AK 	--3----- 	RQ 	9307 	 	 	 
 	US  KKU 	Ekuk 	Ekuk 	AK 	---4---- 	AI 	9601 	 	 	 
 	US  KEK 	Ekwok 	Ekwok 	AK 	---4---- 	AI 	0001 	 	 	 
 	US  CJN 	El Cajon 	El Cajon 	CA 	---4---- 	AI 	9601 	 	 	 
 	US  ECP 	El Campo 	El Campo 	TX 	123--6-- 	RL 	0307 	 	2911N 09616W 	 
 	US  ECO 	El Centro 	El Centro 	CA 	--3----- 	RL 	0212 	 	3247N 11533W 	 
 	US  ECQ 	El Cerrito 	El Cerrito 	CA 	--3----- 	RQ 	9307 	 	 	 
 	US  EDJ 	El Dorado 	El Dorado 	CA 	-23--6-- 	RL 	0601 	 	3840N 12051W 	 
 	US  ELD 	El Dorado 	El Dorado 	AR 	---4---- 	AI 	9601 	 	 	 
 	US  EDK 	El Dorado 	El Dorado 	KS 	---4---- 	AI 	0001 	 	 	 
 	US  EHI 	El Dorado Hills 	El Dorado Hills 	CA 	1-3--6-- 	RL 	0701 	 	3840N 12104W 	 
 	US  EOO 	El Dorado Springs 	El Dorado Springs 	MO 	--3----- 	RQ 	9307 	 	 	 
 	US  EMZ 	El Mirage 	El Mirage 	AZ 	-23--6-- 	RL 	0701 	 	3337N 11219W 	 
 	US  EMD 	El Modena/Orange 	El Modena/Orange 	CA 	--3----- 	RL 	0401 	 	3347N 11748W 	 
 	US  EMT 	El Monte 	El Monte 	CA 	---4---- 	AI 	9601 	 	 	 
 	US  JDO 	El Nido 	El Nido 	CA 	--3----- 	RL 	1301 	 	3708N 12029W 	 
 	US  ELP 	El Paso 	El Paso 	TX 	--345--- 	AI 	1101 	 	3145N 10629W 	 
 	US  EPX 	El Paso 	El Paso 	IL 	--3----- 	RL 	0701 	 	4044N 08900W 	 
 	US  EPQ 	El Portal 	El Portal 	CA 	--3----- 	RL 	1301 	 	3740N 11946W 	 
 	US  EP4 	El Prado 	El Prado 	NM 	--3----- 	RL 	0901 	 	3626N 10534W 	 
 	US  QEL 	El Reno 	El Reno 	OK 	--3--6-- 	RL 	0901 	 	3531N 09757W 	 
 	US  ELS 	El Segundo 	El Segundo 	CA 	1-3----- 	RN 	0105 	 	 	 
 	US  EZR 	El Sereno 	El Sereno 	CA 	--3----- 	RL 	0907 	 	3405N 11811W 	 
 	US  KTK 	El Sobrante 	El Sobrante 	CA 	--3----- 	RL 	0901 	 	3758N 12217W 	 
 	US  ETR 	El Toro 	El Toro 	CA 	--3----- 	RL 	0507 	 	3338N 11740W 	 
 	US  EBA 	Elba 	Elba 	AL 	--3----- 	RL 	0201 	 	3124N 08604W 	 
 	US  NYE 	Elba 	Elba 	NY 	--3----- 	RL 	0607 	 	4304N 07811W 	 
 	US  JLF 	Elberfeld 	Elberfeld 	IN 	--3----- 	RL 	1107 	 	3809N 08726W 	 
 	US  KLB 	Elberon 	Elberon 	IA 	--3----- 	RL 	0901 	 	4200N 09219W 	 
 	US  EB4 	Elbert 	Elbert 	CO 	1------- 	RL 	1201 	 	3913N 10432W 	 
 	US  JLB 	Elbert 	Elbert 	NJ 	--3----- 	RL 	0901 	 	3913N 10432W 	 
 	US  BZ4 	Elberta 	Elberta 	UT 	--3--6-- 	RL 	1201 	 	3957N 11157W 	 
 	US  EB3 	Elberta 	Elberta 	AL 	--3----- 	RQ 	1007 	 	3025N 08736W 	 
 	US  ELB 	Elberton 	Elberton 	GA 	--3----- 	RQ 	9008 	 	 	 
 	US  ELG 	Elbridge 	Elbridge 	NY 	--3--6-- 	RL 	0401 	 	4302N 07626W 	 
 	US  EB2 	Elburn 	Elburn 	IL 	-23----- 	RL 	0607 	 	4153N 08827W 	 
 	US  EQO 	Elco 	Elco 	IL 	--3----- 	RQ 	9307 	 	 	 
 	US  EMC 	Eldersburg 	Eldersburg 	MD 	--3----- 	RQ 	9307 	 	 	 
 	US  YED 	Eldon 	Eldon 	MO 	-23--6-- 	RL 	0607 	 	3821N 09235W 	 
 	US  7EL 	Eldon 	Eldon 	IA 	--3----- 	RL 	1301 	 	4055N 09213W 	 
 	US  EDT 	Eldon 	Eldon 	TX 	--3----- 	RQ 	9307 	 	 	 
 	US  JDR 	Eldora 	Eldora 	IA 	--3----- 	RL 	1301 	 	4303N 09150W 	 
 	US  DDO 	Eldorado 	Eldorado 	TX 	--3--6-- 	RL 	0607 	 	3051N 10036W 	 
 	US  E5D 	Eldorado 	Eldorado 	OH 	--3----- 	RL 	1301 	 	3954N 08440W 	 
 	US  ED2 	Eldorado 	Eldorado 	IL 	-23--6-- 	RL 	0607 	 	3749N 08826W 	 
 	US  ED5 	Eldorado 	Eldorado 	PA 	------7- 	RL 	1207 	 	4105N 07944W 	 
 	US  EQD 	Eldorado 	Eldorado 	WI 	--3----- 	RL 	0701 	 	4349N 08837W 	 
 	US  E77 	Eldred 	Eldred 	PA 	--3----- 	RL 	1407 	 	4157N 07823W 	 
 	US  ERO 	Eldred Rock 	Eldred Rock 	AK 	---4---- 	AI 	0001 	 	 	 
 	US  EBP 	Eldridge 	Eldridge 	CA 	--3----- 	RL 	1407 	 	3820N 12230W 	 
 	US  EDR 	Eldridge 	Eldridge 	IA 	--3----- 	RL 	0101 	 	4139N 09034W 	 
 	US  EID 	Eldridge 	Eldridge 	ND 	--3--6-- 	RL 	0507 	 	4654N 09851W 	 
 	US  ILW 	Eleanor 	Eleanor 	WV 	123----- 	RL 	0701 	 	3832N 08156W 	 
 	US  KHW 	Eleele 	Eleele 	HI 	1-3----- 	RL 	0901 	 	2155N 15935W 	 
 	US  ELV 	Elfin Cove 	Elfin Cove 	AK 	---4---- 	AI 	0001 	 	 	 
+ 	US  EJF 	Elfin Forest 	Elfin Forest 	CA 	--3----- 	RL 	1601 	 	3304N 11709W 	 
 	US  ERD 	Elfrida 	Elfrida 	AZ 	--3----- 	RL 	9909 	 	 	 
 	US  ZEG 	Elgin 	Elgin 	TX 	-23--6-- 	RL 	0401 	 	3020N 09722W 	 
 	US  JGI 	Elgin 	Elgin 	MN 	--3----- 	RL 	1107 	 	4407N 09215W 	 
! 	US  EGE 	Elgin 	Elgin 	SC 	--3----- 	RQ 	9307 	 	 	 
 	US  EGN 	Elgin 	Elgin 	IL 	--3----- 	RQ 	9307 	 	 	 
 	US  EI3 	Elida 	Elida 	NM 	-23----- 	RL 	0607 	 	3357N 10339W 	 
 	US  ELX 	Elida 	Elida 	OH 	--3----- 	RL 	0901 	 	4047N 08412W 	 
